ticker,PE_ratio,ROE,DE_ratio,dividend_yield,revenue_growth,profit_margin,current_ratio,market_cap_raw,beta,sector,forward_return
GIS,10.351612,0.27173,147.23,5.02,-0.072,0.1351,0.657,10.409662189411417,-0.063,Consumer Defensive,-0.27781756549618286
GM,24.84098,0.04318,208.299,0.9,-0.051,0.014579999,1.165,10.87953355439692,1.365,Consumer Cyclical,-0.13289655345446877
GPC,25.378006,0.16994,133.159,2.79,0.049,0.0336,1.137,10.312740376081887,0.73,Consumer Cyclical,-0.21829728751939495
GILD,23.088366,0.40655,108.728,2.16,0.047,0.28903,1.683,11.289034722518263,0.387,Healthcare,-0.2861460539998196
GPN,10.432473,0.07233,69.198,1.45,0.005,0.17365,0.855,10.284448935117096,0.75,Industrials,-0.005685218412316839
GL,10.327168,0.21124001,55.217,0.75,0.036,0.19372,,10.070470583498034,0.464,Financial Services,0.02426642913728272
GDDY,15.40431,3.69454,4217.211,,0.103,0.17013,0.569,10.092360167936786,0.933,Technology,0.1994433769683105
GS,17.63911,0.13885,528.8,1.99,0.152,0.28917998,2.795,11.43755206794037,1.311,Financial Services,0.1471441366822075
HAL,22.61,0.12274,79.162,1.98,0.008,0.05783,2.04,10.455511311585687,0.75,Energy,0.46677880387613585
HIG,10.613363,0.21656,23.031,1.69,0.065,0.13522,1.841,10.595806211360278,0.603,Financial Services,0.10383565954600604
HAS,,-0.36355,577.347,2.76,0.313,-0.06858,1.381,10.159672031056424,0.549,Consumer Cyclical,0.4017238133999839
HCA,19.056871,,,0.58,0.067,0.08974,0.965,11.081506383192416,1.365,Healthcare,-0.026011138780472343
DOC,167.54999,0.01164,122.183,7.49,0.031,0.02528,1.218,10.066156704091746,1.107,Real Estate,0.009331250865400043
HSIC,24.589903,0.08347999,70.224,,0.052,0.03022,1.396,9.97556376251165,0.893,Healthcare,-0.04988943512471078
HSY,51.1682,0.1889,116.527,2.57,0.07,0.07554,1.192,10.65352599072249,0.169,Consumer Defensive,-0.07313170740074201
HPE,,0.0023,97.265,2.57,0.144,0.00166,1.014,10.481259540208686,1.321,Technology,-0.014864016347934494
HLT,52.083336,,,0.19,0.07,0.29411,0.665,10.869752033948027,1.11,Consumer Cyclical,-0.2869061955969859
HOLX,31.147303,0.108559996,48.051,,0.025,0.13178,4.04,10.224219071219537,0.733,Healthcare,0.11964998469178573
HD,26.71362,1.62909,544.586,2.36,0.028,0.087740004,1.051,11.591209137843604,1.089,Consumer Cyclical,0.2693571851068302
HON,31.771769,0.28195998,223.964,1.91,-0.033,0.13725,1.316,11.210286520493577,0.93,Industrials,0.48234943036723726
HRL,27.275862,0.06002,38.22,4.99,0.015,0.0395,2.466,10.115745111587161,0.33,Consumer Defensive,-0.15821483007070522
HST,18.787737,0.109239995,82.827,4.09,0.009,0.12403,1.021,10.142149114372687,1.159,Real Estate,0.30664524984473357
HWM,67.12634,0.30443,56.977,0.19,0.146,0.18274,2.134,11.002201835708027,,Industrials,0.3998258254190253
HPQ,7.332075,,,6.36,0.042,0.045739997,0.767,10.259145890966856,1.196,Technology,0.3006766185938576
HUBB,31.59556,0.24981001,60.276,1.1,0.119,0.15178001,1.719,10.44414678902899,1.005,Industrials,-0.1715567119178881
HUM,16.9261,0.07039,71.461,1.98,0.113,0.00916,2.003,10.337702992668829,0.441,Healthcare,0.091516452313684
HBAN,12.442446,0.10095,,3.58,0.111,0.28702998,,10.54535936763452,0.959,Financial Services,-0.09690259982887184
HII,27.025032,0.124239996,58.762,1.36,0.157,0.048460003,1.133,10.212481298311873,0.329,Industrials,0.3138112931295431
IBM,23.62399,0.35158002,197.328,2.59,0.122,0.15685001,0.956,11.3905369946775,0.691,Technology,0.34163545368912757
IEX,32.896873,0.1234,45.224,1.38,0.042,0.13975,2.856,10.200056267925838,0.983,Industrials,0.16963515230067078
IDXX,48.091743,0.66202,52.812,,0.143,0.24618,1.231,10.701793717792032,1.66,Healthcare,0.43560999043410115
ITW,28.669847,0.93718004,278.022,2.16,0.041,0.1911,1.21,10.942425212404423,1.159,Industrials,-0.1982605645882585
INCY,15.807925,0.2987,1.063,,0.278,0.25026,3.316,10.304617571346725,0.847,Healthcare,0.4394262822935859
IR,73.88148,0.05382,47.62,0.08,0.051,0.07309,2.162,10.59815458540192,1.309,Industrials,0.4203010605564739
PODD,71.70906,0.19679001,77.711,,0.299,0.097629994,2.871,10.237126769753349,1.418,Healthcare,0.2116692107649591
INTC,,0.00022,37.282,,-0.041,-0.00505,2.017,11.37115679005296,1.377,Technology,0.22407833421516826
IBKR,33.708107,0.23507999,120.995,0.44,0.186,0.15858,1.109,11.104520317018435,1.224,Financial Services,0.2631829749496168
ICE,26.506067,0.11885,70.077,1.39,0.078,0.33380002,1.02,10.940531978370824,1.033,Financial Services,-0.08451329676359859
IFF,,-0.02649,42.271,1.96,-0.066,-0.03434,1.422,10.326284736378767,1.042,Basic Materials,-0.1421659556336146
IP,,-0.24678,69.583,3.76,0.311,-0.14877,1.279,10.414453966622544,1.071,Consumer Cyclical,0.04729043579474035
INTU,27.505465,0.21987,,1.13,0.41,0.21191,1.386,11.047547759431916,1.234,Technology,0.3980957836796997
ISRG,62.434395,0.16690001,0.953,,0.188,0.28375998,4.875,11.240681224996733,1.662,Healthcare,0.44822439436569167
IVZ,,-0.01219,14.034,3.2,0.062,-0.04417,,10.070629963781194,1.66,Financial Services,0.05961245161198436
INVH,28.442106,0.06,85.691,4.47,0.065,0.21805,1.544,10.219160436069657,0.834,Real Estate,0.3477676491134131
IQV,21.446999,0.21438,240.558,,0.103,0.083380006,0.749,10.456342902535642,1.361,Healthcare,0.17829498601239907
IRM,203.71295,,,3.26,0.166,0.02095,0.739,10.512101433335562,,Real Estate,0.1196857175862926
JBHT,36.390526,0.15787,49.755,0.82,-0.016,0.04986,0.829,10.326460343023465,1.263,Industrials,-0.014255763051186143
JBL,40.035267,0.47823003,255.828,0.13,0.187,0.0226,0.989,10.435928003302335,1.24,Technology,-0.14133559479748842
JKHY,22.59957,0.24284,3.109,1.49,0.079,0.20587,1.6,10.05755698447619,0.71,Technology,0.2530315363893105
J,35.744064,0.09726,65.173,1.09,0.123,0.03495,1.33,10.204050045190314,0.766,Industrials,-0.263524706039807
JNJ,22.103355,0.35557,57.766,2.13,0.091,0.28456,,11.768923684565271,0.347,Healthcare,-0.15917851920224899
JCI,46.57047,0.12640001,73.339,1.15,0.068,0.14169,0.994,10.92912526840099,1.428,Industrials,0.14544661423198285
JPM,15.094607,0.16134001,,1.98,0.025,0.3391,,11.915432743334295,1.053,Financial Services,-0.07415080017969417
KDP,25.672415,0.06291,73.567,3.08,0.107,0.09781,0.625,10.60701094342835,0.355,Consumer Defensive,-0.04968858005283816
KEY,14.259868,0.09482,,3.77,1.315,0.26102,,10.378298716679234,1.068,Financial Services,0.24628869390769975
KEYS,46.536777,0.1582,47.237,,0.103,0.15814,2.35,10.604430746381938,1.201,Technology,0.019275018634871022
KMB,22.513374,1.26603,441.104,4.73,-0.172,0.122880004,0.745,10.56007513477854,0.277,Consumer Defensive,-0.14158087057193514
KIM,27.640245,0.055370003,78.597,4.66,0.032,0.27323,0.929,10.186069573938305,,Real Estate,0.4668151509406168
KMI,23.520657,0.09826,98.626,3.69,0.131,0.18043,0.637,10.855453235399057,0.691,Energy,-0.01831491669637414
KKR,43.555557,0.08946,74.351,0.73,0.775,0.09182,,10.974879969472939,1.971,Financial Services,0.3772654053204228
KLAC,42.836872,1.00726,111.778,0.52,0.072,0.35764,2.828,11.286819956969977,1.455,Technology,0.20166441938314733
KHC,,-0.12837,50.777,6.58,-0.034,-0.23437999,1.154,10.46718225027061,0.047,Consumer Defensive,0.04066513718956427
KR,62.734512,0.07997,357.991,1.95,0.007,0.0053600003,0.878,10.67188765910946,0.629,Consumer Defensive,-0.11200275376664279
LHX,40.33822,0.08191,53.186,1.47,0.023,0.07345,1.189,10.808727445822433,0.64,Industrials,0.32783944028917306
LH,27.663063,0.10135999,75.557,1.04,0.086,0.062129997,1.551,10.36924906741888,0.996,Healthcare,0.46411941894710546
LRCX,48.78381,0.65565,44.195,0.45,0.221,0.3022,2.256,11.475695563070365,1.776,Technology,0.4074379519156199
LW,18.059784,0.23164,224.846,3.02,0.011,0.060599998,1.433,9.841736307568583,0.428,Consumer Defensive,0.32144848107007623
LVS,24.502129,0.73263,829.059,1.85,0.26,0.124989994,1.144,10.590304758522002,0.885,Consumer Cyclical,-0.29308686584426447
LDOS,16.440298,0.2929,105.551,1.0,0.067,0.08106,1.624,10.354322155982763,0.62,Technology,-0.23282742399168627
LEN,15.347553,0.08406,27.728,1.66,-0.058,0.06079,5.823,10.480171140803067,1.461,Consumer Cyclical,0.08281461465546491
LII,24.737385,0.80047995,152.24,0.93,-0.112,0.1551,1.597,10.296068375956853,1.188,Industrials,0.36208433022590564
LLY,45.212635,1.08283,178.516,0.6,0.426,0.31667,,11.968571880566792,0.394,Healthcare,0.32119391022021565
LIN,33.04175,0.17817,67.912,1.27,0.058,0.20297001,0.877,11.354802326723473,0.847,Basic Materials,0.26296575979517695
LYV,114.86231,0.5636,473.811,,0.111,0.03659,0.921,10.565936173128856,1.138,Communication Services,0.3263901588147576
LMT,30.310057,0.76865,338.804,2.12,0.091,0.06685,1.087,11.177980221703717,0.23,Industrials,0.23700688847285217
L,13.694724,0.09431,50.221,0.23,0.041,0.09033,0.513,10.35272184783497,0.605,Financial Services,-0.25146077870131656
LOW,23.80712,,,1.68,0.032,0.08045,1.04,11.207699089923231,0.978,Consumer Cyclical,-0.00043624360416200103
LULU,12.239221,0.41017,39.156,,0.071,0.15720001,2.13,10.319557663322486,1.014,Consumer Cyclical,0.4776146301639404
LYB,,-0.10584,124.319,9.48,-0.102,-0.03198,1.57,10.270887800131932,0.707,Basic Materials,0.2346097490666958
MTB,13.477954,0.09797,,2.59,0.047,0.3104,,10.55420194467136,0.577,Financial Services,-0.16458788026941196
MPC,15.367348,0.24292,143.175,1.93,-0.005,0.03033,,10.786151329380713,0.708,Energy,0.39196611004252263
MAR,37.57668,,,0.75,0.042,0.09882,0.427,10.9767759627579,1.101,Consumer Cyclical,0.012432810497062408
MRSH,20.674583,0.29352,140.052,2.08,0.087,0.15418,1.102,10.930864911187719,0.737,Financial Services,0.3040802554196724
MLM,34.965332,0.10159001,53.05,0.5,-0.059,0.18488,3.568,10.61337236687587,1.141,Basic Materials,0.2408021928019745
MAS,19.777203,71.5,4230.263,1.65,-0.019,0.10711,1.805,10.191545034575801,1.285,Industrials,0.05337144635014435
MA,31.470625,2.09915,256.042,0.66,0.176,0.45646998,1.035,11.666230344758556,0.821,Financial Services,-0.2796088843539441
MTCH,12.867646,,,2.57,0.021,0.17591,1.418,9.867411690928325,1.315,Communication Services,0.07850148989304784
MKC,24.600683,0.14243001,73.211,2.68,0.029,0.1154,0.698,10.286659172476897,0.613,Consumer Defensive,0.3800143616740302
MCD,27.47406,,,2.24,0.097,0.3185,0.955,11.369748262650441,0.528,Consumer Cyclical,0.1812497214449587
MCK,26.874641,,,0.36,0.114,0.01091,0.876,11.06007863267342,0.413,Healthcare,0.42538748305838575
MDT,27.084011,0.09822,59.563,2.82,0.066,0.13706,2.415,11.10783604180567,0.718,Healthcare,-0.12634050761357318
MRK,16.67764,0.37166,79.708,2.85,0.05,0.28078,,11.482416887814452,0.296,Healthcare,0.4141214572921003
META,27.567135,0.30238,39.164,0.32,0.238,0.30084,2.599,12.213763832992123,1.284,Communication Services,0.401668660332635
MET,15.901858,0.11963,130.182,2.93,0.276,0.04384,,10.70510725288414,0.738,Financial Services,-0.2526708164185268
MTD,32.54822,,,,0.081,0.21587,1.137,10.447044613558635,1.436,Healthcare,-0.17854535948791933
MGM,45.539474,0.1489,963.089,,0.06,0.01174,1.234,9.9761691486504,1.404,Consumer Cyclical,0.22468166074027535
MCHP,,-0.010930001,82.382,2.31,0.156,-0.01574,2.162,10.629721973889103,1.438,Technology,0.3762686210240192
MU,39.62226,0.22554001,21.244,0.11,0.567,0.28146,2.46,11.670891071119598,1.505,Technology,0.27106222165776755
MSFT,25.194185,0.34390998,31.539,0.91,0.167,0.39044,1.386,12.476276564464044,1.084,Technology,-0.061620777252827164
MAA,35.771164,0.07645,93.305,4.59,0.01,0.2023,0.071,10.210291463962507,0.782,Real Estate,0.17666812820845856
MRNA,,-0.29317,7.867,,-0.454,-1.39606,3.925,10.22484395856464,1.338,Healthcare,0.2017500489897443
MOH,14.982062,0.11022,99.435,,0.071,0.010829999,1.688,9.837743706103547,0.493,Healthcare,-0.2723903349197946
TAP,,-0.17295,61.017,3.46,-0.023,-0.18638,0.604,10.025131992051753,0.491,Consumer Defensive,0.10569826495652096
MDLZ,33.11111,0.09332,84.848,3.23,0.093,0.0636,0.592,10.907145979271503,0.401,Consumer Defensive,-0.15364652290871247
MPWR,91.8805,0.17940001,,0.69,0.208,0.22073,5.912,10.755319692438972,1.455,Technology,-0.18580188762193106
MNST,46.480114,0.25538,0.779,,0.168,0.21654,3.185,10.902683814464453,0.45,Consumer Defensive,-0.18192003538831392
MCO,34.50846,0.54914004,181.347,0.91,0.107,0.29916,1.84,10.885419677924851,1.439,Financial Services,0.23778295307529546
MS,16.682484,0.15729,420.553,2.38,0.11,0.23986,,11.432920074591522,1.179,Financial Services,0.065748488038461
MOS,7.71114,0.101169996,37.134,2.96,0.228,0.10334,1.141,9.97532357453725,0.961,Basic Materials,0.21843675378494504
MSI,36.140503,1.04197,396.91,1.07,0.123,0.18439,1.037,10.88484875141545,1.002,Technology,0.20939552252346755
MSCI,33.52776,,,1.57,0.106,0.38358003,0.899,10.596342048417347,1.281,Financial Services,0.29796166621967163
NDAQ,25.747963,0.15253,77.387,1.37,0.025,0.21757,1.005,10.659458296228307,1.024,Financial Services,-0.1370416022653052
NTAP,17.918991,1.25346,277.789,2.12,0.028,0.17733999,1.341,10.312425943507776,1.387,Technology,0.3573621398441345
NFLX,30.436758,0.42762002,63.782,,0.176,0.24304001,1.186,11.514078266893,1.712,Communication Services,-0.2940251290592353
NEM,19.600311,0.22875999,16.914,0.85,0.2,0.33423,2.039,11.14125408490457,0.437,Basic Materials,0.25137389300793095
NWSA,29.5,0.06329,30.892,0.89,0.055,0.13346,1.813,10.122422643682777,0.968,Communication Services,0.45458030616978123
NWS,33.766235,0.06329,30.892,0.78,0.055,0.13346,1.813,10.159048791092063,0.968,Communication Services,0.28234149234892997
NEE,28.646341,0.083739996,143.833,2.46,0.207,0.24934,0.595,11.291550898662738,0.761,Utilities,0.33891893863752537
NKE,36.92105,0.17950001,80.099,2.68,0.006,0.05426,2.063,10.970644375580871,1.279,Consumer Cyclical,0.30441343867774756
NI,24.326317,0.0907,139.284,2.66,0.198,0.13994001,0.688,10.33990453945427,0.651,Utilities,-0.2012623998653586
NDSN,35.08108,0.16215,68.747,1.11,0.01,0.17354,1.639,10.22181972637931,1.002,Industrials,0.15763516444372816
NSC,24.71507,0.19248,114.742,1.72,-0.017,0.23587999,0.847,10.849486935479405,1.324,Industrials,0.35000563635244214
NTRS,16.655035,0.13492,,2.18,0.082,0.21459,,10.43978841546133,1.276,Financial Services,-0.14822776368131388
NOC,24.069193,0.26167,107.257,1.33,0.096,0.09968001,1.101,10.999092674031571,0.039,Industrials,0.31169981166779487
NCLH,15.798561,0.39870998,699.717,,0.047,0.06846,0.195,9.999889429142792,2.03,Consumer Cyclical,0.11258565513215474
NRG,25.682634,0.64186996,615.076,1.17,0.057,0.04839,1.053,10.56864736075274,1.282,Utilities,0.12278354580654044
NUE,24.392809,0.09361,32.187,1.19,0.086,0.05367,2.938,10.62246909545321,1.843,Basic Materials,-0.1514675968041451
NVDA,45.589108,1.07359,9.102,0.02,0.625,0.53007,4.468,12.651687932652786,2.314,Technology,-0.20387734168455385
NVR,17.400248,0.33185002,27.243,,-0.05,0.12836,6.21,10.33365173710215,1.035,Consumer Cyclical,-0.26416088624851947
NXPI,30.58942,0.20698999,116.946,1.67,0.072,0.16472,2.046,10.786989752958062,1.458,Technology,-0.018089583160304012
ORLY,32.589226,,,,0.078,0.14274,0.769,10.912226475108112,0.616,Consumer Cyclical,0.12130034864522693
OXY,34.02206,0.05955,62.221,2.11,-0.077,0.08169,0.935,10.658828499731806,0.371,Energy,-0.23179850758881881
ODFL,40.234505,0.2393,0.928,0.63,-0.057,0.18625,1.436,10.612010895547874,1.269,Industrials,0.35066492978590785
OMC,10.121681,0.27007,128.056,4.31,0.04,0.08307,0.924,10.338006065185185,0.744,Communication Services,0.3563569194045097
ON,247.62068,0.01498,42.294,,-0.112,0.020179998,4.522,10.46081956772254,1.542,Technology,-0.013984640088970712
OKE,15.854779,0.17847,152.218,4.92,0.719,0.105790004,0.904,10.734931408784504,0.918,Energy,0.39530093099990876
ORCL,30.257519,0.69026,432.511,1.28,0.142,0.25280002,0.909,11.66524547574076,1.633,Technology,-0.19150029281632824
OTIS,26.11,,,1.83,0.033,0.0959,0.849,10.55162299112011,1.012,Industrials,0.18099493820297546
PCAR,28.08869,0.12922,89.189,1.06,-0.137,0.08352,1.701,10.82319813275485,1.044,Industrials,0.4076258676234738
PKG,28.613054,0.16903,91.618,2.04,0.101,0.08611,,10.344191616458199,0.898,Consumer Cyclical,0.08181666585546554
PLTR,209.83334,0.25983,3.063,,0.7,0.36310002,7.11,11.498418600359638,1.687,Technology,0.2850657055979266
PANW,105.71519,0.15324001,4.951,,0.157,0.11687,0.985,11.057839604500655,0.75,Technology,0.3071970730793014
PSKY,347.0,0.01279,111.017,1.95,-0.004,-0.00947,1.336,10.060092031755099,1.207,Communication Services,-0.05389244918888536
PH,36.574455,0.25781,68.925,0.73,0.091,0.17287001,1.182,11.102044637201159,1.242,Industrials,0.2910662556703158
PAYX,21.331448,0.40884998,129.814,4.67,0.183,0.26446,1.265,10.52949770072422,0.888,Technology,0.3543653390663288
PAYC,15.497525,0.27417,5.215,1.25,0.102,0.22099,1.088,9.837294424389913,,Technology,0.2979658627217176
PYPL,7.4445477,0.25732002,60.703,1.43,0.037,0.15775,1.287,10.576149899574622,1.419,Financial Services,-0.19813796783165863
PNR,25.743002,0.17478001,42.35,1.08,0.049,0.15656,1.607,10.219713516720786,1.221,Industrials,0.17750613929794662
PEP,27.738333,0.42848,258.081,3.4,0.056,0.08773,0.853,11.357108177325243,0.416,Consumer Defensive,0.1531983993371624
PFE,20.393383,0.085760005,66.531,6.26,-0.012,0.124180004,,11.197812736018856,0.441,Healthcare,0.0860718115890281
PCG,15.275424,0.0828,185.52,1.14,0.026,0.10399,,10.597885261077296,,Utilities,0.12005529898145967
PM,25.916666,,,3.11,0.068,0.27918,0.958,11.466714968135639,0.409,Consumer Defensive,-0.17138638810859808
PSX,14.733333,0.16017,77.483,3.25,0.013,0.03326,,10.80823968323069,0.867,Energy,0.08148302719745187
PNW,20.493814,0.087749995,197.565,3.74,0.029,0.11198,0.675,10.07542385248083,0.545,Utilities,0.36552063368640647
PNC,13.829916,0.12158,,2.96,0.096,0.31075,,10.967122717782384,0.968,Financial Services,0.38737286950596833
POOL,24.528713,0.29307,100.725,1.85,0.013,0.07784,2.57,10.00179986172127,1.23,Industrials,0.15478580759097443
PPG,18.960983,0.21275999,99.56,2.16,0.05,0.09928001,,10.47149851556999,1.16,Basic Materials,0.05291406558920042
PPL,25.748299,0.076620005,132.089,2.98,0.084,0.12162,0.774,10.447144499011673,0.723,Utilities,-0.21574990990083068
PFG,13.232405,0.10524,31.909,3.46,-0.037,0.075840004,1.735,10.297241020789329,0.883,Financial Services,-0.06385451959812041
PG,23.832592,0.31562,68.719,2.62,0.015,0.19299999,0.724,11.575780962611788,0.38,Consumer Defensive,-0.29649852580959013
PGR,10.586584,0.40448,22.745,6.77,0.122,0.12903,0.344,11.076780932865207,0.318,Financial Services,-0.07168840902513629
PLD,40.436047,0.06127,60.666,2.96,0.04,0.36205003,0.175,11.111280677168619,1.439,Real Estate,0.2802178920999709
PRU,10.460461,0.10885,115.95,5.23,0.137,0.06425,1.843,10.56558854830858,0.951,Financial Services,0.14241918262082714
PEG,20.913462,0.12579,138.209,2.98,0.221,0.17768,0.934,10.637753810406258,0.616,Utilities,0.019241009784559504
PTC,23.011782,0.23141001,35.942,,0.214,0.28612,1.219,10.269352804424349,1.034,Technology,0.4284956653160788
PSA,32.88889,0.19933,106.758,4.1,0.031,0.39453998,0.269,10.71547728348946,0.992,Real Estate,-0.08372326830228366
PHM,12.728211,0.17673999,18.453,0.75,-0.063,0.12816,7.55,10.435304810930576,1.343,Consumer Cyclical,0.33036079932450096
PWR,77.653755,0.13369,71.612,0.09,0.175,0.03744,1.344,10.893633088710061,1.133,Industrials,0.3886985509033389
QCOM,28.469759,0.2148,64.218,2.57,0.05,0.11958,2.505,11.178455055255476,1.238,Technology,0.38430535463651644
DGX,23.416,0.14751,87.593,1.66,0.071,0.089899994,1.044,10.357790972648397,0.675,Healthcare,0.45944569105629957
RL,25.031973,0.33846,98.972,1.01,0.122,0.11726,2.099,10.348576320136123,1.487,Consumer Cyclical,0.025080516630326177
RJF,15.447703,0.17124,46.262,1.37,0.057,0.14758,2.244,10.494240450227464,0.996,Financial Services,-0.1811120200041011
RTX,40.0229,0.109519996,59.513,1.35,0.121,0.07598,1.026,11.426510496016657,0.418,Industrials,0.20414772236479112
O,61.38691,0.02488,73.977,5.0,0.103,0.17135,1.362,10.780352307346279,0.801,Real Estate,-0.022944204401535273
REG,27.131672,0.07683,69.367,3.99,0.287,0.31266,0.546,10.153420661842976,0.942,Real Estate,-0.2194638537168626
REGN,19.30861,0.14864999,11.051,0.48,0.025,0.31409,4.126,10.927536677105788,0.413,Healthcare,0.25160362701985567
RF,12.893478,0.1165,,3.51,0.156,0.30556,,10.415036373557781,1.027,Financial Services,0.3999079033960094
RSG,33.087536,0.18249,113.763,1.13,0.033,0.12768,0.583,10.842779234123247,0.554,Industrials,-0.003344217819629125
RMD,25.020792,0.25676,13.411,0.98,0.11,0.27526,3.06,10.566875012288849,0.877,Healthcare,0.49720292606149913
RVTY,46.757282,0.03216,46.455,0.29,0.059,0.08445,1.682,10.048446109492808,1.089,Healthcare,0.221855350215945
HOOD,37.097565,0.21993999,129.396,,0.265,0.42097,1.13,10.835982316935004,2.44,Financial Services,-0.26730120322325807
ROK,45.276573,0.23736,99.289,1.45,0.119,0.11557,1.156,10.648776114675986,1.527,Industrials,0.24897788956978156
ROL,54.17431,0.38944,75.529,1.24,0.097,0.14004,0.602,10.453540094130068,0.788,Consumer Cyclical,0.3897749955240006
ROP,22.734507,0.07929,46.782,1.14,0.097,0.19441,0.518,10.54093721343183,0.93,Technology,0.21260637299032176
ROST,30.776215,0.37425,88.181,0.83,0.104,0.0947,1.52,10.805901658407434,0.993,Consumer Cyclical,0.09669336125033728
RCL,20.77082,0.47731,215.09,1.28,0.133,0.23797001,0.183,10.946562338779025,1.868,Consumer Cyclical,-0.18566841590785904
SPGI,27.742838,0.13087,37.912,0.98,0.09,0.29154,0.824,11.090440714489143,1.201,Financial Services,-0.2247442548028769
CRM,25.34446,0.12184,19.385,0.9,0.086,0.17913,0.984,11.25700179089289,1.276,Technology,0.33860030084356224
SBAC,25.24151,,,2.23,0.097,0.30724,0.504,10.33008889375662,0.87,Real Estate,0.12671105506069308
SLB,21.429789,0.13904001,45.975,2.33,0.05,0.09449001,1.326,10.876823204216999,0.701,Energy,0.4074047585020099
STX,48.333145,,1046.623,0.69,0.215,0.19586,1.119,10.969299387405401,1.635,Technology,0.34607086750452304
SRE,29.166155,0.0677,81.287,2.78,0.135,0.15754,1.587,10.791463857504791,0.752,Utilities,0.49256490786158696
NOW,64.08982,0.15488,18.536,,0.207,0.13165,1.003,11.052816845211893,0.978,Technology,0.4949996208711001
SHW,36.002438,0.59391,281.465,0.85,0.056,0.108950004,0.868,10.96383609585278,1.259,Basic Materials,0.1645685234127574
SPG,13.96542,1.04109,435.272,4.52,0.131,0.72792,0.16,10.872976152963291,1.396,Real Estate,0.37401514046242895
SWKS,23.681993,0.06485,20.714,4.68,-0.031,0.097270004,2.396,9.968230378368212,1.317,Technology,0.4458839005223481
SJM,,-0.17438,131.357,3.96,0.026,-0.13608,0.885,10.068387562727315,0.23,Consumer Defensive,-0.2505281740634582
SW,35.308216,0.03911,75.041,3.52,0.005,0.02242,1.478,10.430232321953074,1.006,Consumer Cyclical,0.023564301506315055
SNA,20.000782,0.18327999,21.226,2.58,0.031,0.19722,4.793,10.301487591223067,0.787,Industrials,0.09869425871491216
SO,23.50249,0.11429,192.679,3.2,0.075,0.15422,0.755,11.017168597891471,0.447,Utilities,-0.19907540684717429
LUV,64.62658,0.04812,74.94,1.42,0.074,0.01571,0.517,10.421659075082507,1.107,Industrials,0.12312930700891483
SWK,34.463207,0.04522,64.759,3.7,-0.01,0.02656,1.14,10.150610825454494,1.204,Industrials,0.4358368300418443
SBUX,78.418,,,2.56,0.055,0.036310002,1.047,11.030235090162849,0.937,Consumer Cyclical,0.4969202114252635
STT,13.548937,0.11078,,2.66,0.076,0.21209998,,10.551123320042286,1.442,Financial Services,0.49025664858049406
STLD,24.058897,0.13284001,47.155,1.0,0.14,0.06523,3.055,10.451199975073438,1.448,Basic Materials,0.3653286613566951
STE,34.647633,0.10468,28.651,1.01,0.092,0.12144,2.479,10.387675062700003,1.044,Healthcare,-0.16512108604696143
SYK,43.881096,0.15079,72.971,0.96,0.114,0.12923999,1.893,11.149919043128897,0.869,Healthcare,0.4986249015236824
SMCI,22.40876,0.13193,75.28,,1.234,0.03111,1.697,10.26455753692107,1.523,Technology,0.3732644074408437
SYF,7.655711,0.21304001,,1.69,0.05,0.36408,,10.408042368493094,1.402,Financial Services,0.17818038460148922
SNPS,53.95426,0.0716,50.459,,0.378,0.18886,1.615,10.921730610791935,1.126,Technology,0.19562441083990179
SYY,24.462263,0.82345,640.248,2.4,0.03,0.021760002,1.295,10.638143192754674,0.602,Consumer Defensive,-0.03501421878084804
TMUS,22.433712,0.18177,206.525,1.9,0.113,0.124469995,0.998,11.387652491123372,,Communication Services,0.2922906969831072
TROW,10.12987,0.18791,,5.58,0.06,0.28533,,10.310926000918057,1.544,Financial Services,0.0814786096678683
TTWO,,-0.86217004,100.449,,0.249,-0.60449004,1.137,10.551540118877849,0.931,Communication Services,-0.09190008486469334
TPR,59.5,0.55337,715.475,1.05,0.14,0.0695,1.626,10.497147894307501,1.608,Consumer Cyclical,-0.10888702903426023
TRGP,30.145552,0.4985,615.121,1.83,0.078,0.09949,0.773,10.682452957233524,0.868,Energy,0.2949225586908238
TGT,14.030303,0.25094998,132.062,4.05,-0.016,0.03576,0.975,10.72095848955292,1.136,Consumer Defensive,0.35215457613688145
TEL,33.883286,0.16097,45.691,1.26,0.217,0.11406,1.651,10.839005574116207,1.235,Technology,0.44243755841356075
TDY,34.860622,0.08926,23.544,,0.073,0.14632,1.643,10.489751827302102,1.014,Technology,-0.26827571697962493
TER,90.39368,0.19734,10.131,0.17,0.439,0.17368001,1.757,10.699315243620172,1.821,Technology,0.32942793382585484
TSLA,389.875,0.049250003,17.763,,-0.031,0.040009998,2.164,12.19866197375357,1.887,Consumer Cyclical,0.10455226564650072
TXN,41.644302,0.30148,90.819,2.55,0.104,0.28283,4.353,11.313538222839952,0.995,Technology,0.322263594927027
TPL,62.46165,0.3937,1.292,0.52,0.17,0.61676997,10.857,10.473551626809337,0.928,Energy,-0.24051376577121006
TXT,19.204102,0.12242,54.375,0.08,0.156,0.062230002,1.969,10.23361843141477,0.978,Industrials,0.39484064097430044
TMO,28.561443,0.13024001,73.566,0.34,0.072,0.15045999,1.89,11.279584280380163,0.949,Healthcare,0.26713137048002394
TJX,34.16556,0.58396,140.977,1.1,0.075,0.086789995,1.094,11.236158046493369,0.738,Consumer Cyclical,-0.17462358771006734
